"prefix","dxcc_entity","dxcc_name","owner_country","source"
"U9G","54","European Russia","Russia","ng3k-itu-owner"
"U9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"U9X","54","European Russia","Russia","ng3k-itu-owner"
"UA","54","European Russia","Russia","ng3k-itu-owner"
"UA0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA0KBG","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA1A","54","European Russia","Russia","ng3k-itu-owner"
"UA1F","54","European Russia","Russia","ng3k-itu-owner"
"UA1I","54","European Russia","Russia","ng3k-itu-owner"
"UA1N","54","European Russia","Russia","ng3k-itu-owner"
"UA1O","54","European Russia","Russia","ng3k-itu-owner"
"UA1P","54","European Russia","Russia","ng3k-itu-owner"
"UA1Z","54","European Russia","Russia","ng3k-itu-owner"
"UA2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UA4H","54","European Russia","Russia","ng3k-itu-owner"
"UA4HBM","54","European Russia","Russia","ng3k-itu-owner"
"UA4HGL","54","European Russia","Russia","ng3k-itu-owner"
"UA4HIP","54","European Russia","Russia","ng3k-itu-owner"
"UA4HRZ","54","European Russia","Russia","ng3k-itu-owner"
"UA4HY","54","European Russia","Russia","ng3k-itu-owner"
"UA4I","54","European Russia","Russia","ng3k-itu-owner"
"UA4NF","54","European Russia","Russia","ng3k-itu-owner"
"UA4PN","54","European Russia","Russia","ng3k-itu-owner"
"UA4PRU","54","European Russia","Russia","ng3k-itu-owner"
"UA4Q","54","European Russia","Russia","ng3k-itu-owner"
"UA4RX/1","54","European Russia","Russia","ng3k-itu-owner"
"UA4W","54","European Russia","Russia","ng3k-itu-owner"
"UA8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8F","54","European Russia","Russia","ng3k-itu-owner"
"UA8G","54","European Russia","Russia","ng3k-itu-owner"
"UA8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8X","54","European Russia","Russia","ng3k-itu-owner"
"UA8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9CHL/6","54","European Russia","Russia","ng3k-itu-owner"
"UA9F","54","European Russia","Russia","ng3k-itu-owner"
"UA9G","54","European Russia","Russia","ng3k-itu-owner"
"UA9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9JNT","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9MW","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UA9X","54","European Russia","Russia","ng3k-itu-owner"
"UA9XL/P","54","European Russia","Russia","ng3k-itu-owner"
"UB0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB1I","54","European Russia","Russia","ng3k-itu-owner"
"UB1N","54","European Russia","Russia","ng3k-itu-owner"
"UB1O","54","European Russia","Russia","ng3k-itu-owner"
"UB1P","54","European Russia","Russia","ng3k-itu-owner"
"UB1Z","54","European Russia","Russia","ng3k-itu-owner"
"UB2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UB4H","54","European Russia","Russia","ng3k-itu-owner"
"UB4I","54","European Russia","Russia","ng3k-itu-owner"
"UB4W","54","European Russia","Russia","ng3k-itu-owner"
"UB8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8F","54","European Russia","Russia","ng3k-itu-owner"
"UB8G","54","European Russia","Russia","ng3k-itu-owner"
"UB8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8X","54","European Russia","Russia","ng3k-itu-owner"
"UB8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9F","54","European Russia","Russia","ng3k-itu-owner"
"UB9G","54","European Russia","Russia","ng3k-itu-owner"
"UB9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UB9X","54","European Russia","Russia","ng3k-itu-owner"
"UC0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC1I","54","European Russia","Russia","ng3k-itu-owner"
"UC1N","54","European Russia","Russia","ng3k-itu-owner"
"UC1O","54","European Russia","Russia","ng3k-itu-owner"
"UC1P","54","European Russia","Russia","ng3k-itu-owner"
"UC1Z","54","European Russia","Russia","ng3k-itu-owner"
"UC2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UC4H","54","European Russia","Russia","ng3k-itu-owner"
"UC4I","54","European Russia","Russia","ng3k-itu-owner"
"UC4W","54","European Russia","Russia","ng3k-itu-owner"
"UC8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8F","54","European Russia","Russia","ng3k-itu-owner"
"UC8G","54","European Russia","Russia","ng3k-itu-owner"
"UC8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8X","54","European Russia","Russia","ng3k-itu-owner"
"UC8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9F","54","European Russia","Russia","ng3k-itu-owner"
"UC9G","54","European Russia","Russia","ng3k-itu-owner"
"UC9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UC9X","54","European Russia","Russia","ng3k-itu-owner"
"UD0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD1I","54","European Russia","Russia","ng3k-itu-owner"
"UD1N","54","European Russia","Russia","ng3k-itu-owner"
"UD1O","54","European Russia","Russia","ng3k-itu-owner"
"UD1P","54","European Russia","Russia","ng3k-itu-owner"
"UD1Z","54","European Russia","Russia","ng3k-itu-owner"
"UD2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UD4H","54","European Russia","Russia","ng3k-itu-owner"
"UD4I","54","European Russia","Russia","ng3k-itu-owner"
"UD4W","54","European Russia","Russia","ng3k-itu-owner"
"UD6AOP/0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8F","54","European Russia","Russia","ng3k-itu-owner"
"UD8G","54","European Russia","Russia","ng3k-itu-owner"
"UD8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8X","54","European Russia","Russia","ng3k-itu-owner"
"UD8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9F","54","European Russia","Russia","ng3k-itu-owner"
"UD9G","54","European Russia","Russia","ng3k-itu-owner"
"UD9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UD9X","54","European Russia","Russia","ng3k-itu-owner"
"UE0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE1I","54","European Russia","Russia","ng3k-itu-owner"
"UE1N","54","European Russia","Russia","ng3k-itu-owner"
"UE1O","54","European Russia","Russia","ng3k-itu-owner"
"UE1P","54","European Russia","Russia","ng3k-itu-owner"
"UE1Z","54","European Russia","Russia","ng3k-itu-owner"
"UE2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UE4H","54","European Russia","Russia","ng3k-itu-owner"
"UE4I","54","European Russia","Russia","ng3k-itu-owner"
"UE4W","54","European Russia","Russia","ng3k-itu-owner"
"UE8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8F","54","European Russia","Russia","ng3k-itu-owner"
"UE8G","54","European Russia","Russia","ng3k-itu-owner"
"UE8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8X","54","European Russia","Russia","ng3k-itu-owner"
"UE8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9F","54","European Russia","Russia","ng3k-itu-owner"
"UE9G","54","European Russia","Russia","ng3k-itu-owner"
"UE9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UE9X","54","European Russia","Russia","ng3k-itu-owner"
"UF0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF1I","54","European Russia","Russia","ng3k-itu-owner"
"UF1N","54","European Russia","Russia","ng3k-itu-owner"
"UF1O","54","European Russia","Russia","ng3k-itu-owner"
"UF1P","54","European Russia","Russia","ng3k-itu-owner"
"UF1Z","54","European Russia","Russia","ng3k-itu-owner"
"UF2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UF4H","54","European Russia","Russia","ng3k-itu-owner"
"UF4I","54","European Russia","Russia","ng3k-itu-owner"
"UF4W","54","European Russia","Russia","ng3k-itu-owner"
"UF8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8F","54","European Russia","Russia","ng3k-itu-owner"
"UF8G","54","European Russia","Russia","ng3k-itu-owner"
"UF8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8X","54","European Russia","Russia","ng3k-itu-owner"
"UF8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9F","54","European Russia","Russia","ng3k-itu-owner"
"UF9G","54","European Russia","Russia","ng3k-itu-owner"
"UF9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UF9X","54","European Russia","Russia","ng3k-itu-owner"
"UG0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG1I","54","European Russia","Russia","ng3k-itu-owner"
"UG1N","54","European Russia","Russia","ng3k-itu-owner"
"UG1O","54","European Russia","Russia","ng3k-itu-owner"
"UG1P","54","European Russia","Russia","ng3k-itu-owner"
"UG1Z","54","European Russia","Russia","ng3k-itu-owner"
"UG2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UG4H","54","European Russia","Russia","ng3k-itu-owner"
"UG4I","54","European Russia","Russia","ng3k-itu-owner"
"UG4P","54","European Russia","Russia","ng3k-itu-owner"
"UG4W","54","European Russia","Russia","ng3k-itu-owner"
"UG8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8F","54","European Russia","Russia","ng3k-itu-owner"
"UG8G","54","European Russia","Russia","ng3k-itu-owner"
"UG8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8X","54","European Russia","Russia","ng3k-itu-owner"
"UG8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9F","54","European Russia","Russia","ng3k-itu-owner"
"UG9G","54","European Russia","Russia","ng3k-itu-owner"
"UG9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UG9X","54","European Russia","Russia","ng3k-itu-owner"
"UH0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH1I","54","European Russia","Russia","ng3k-itu-owner"
"UH1N","54","European Russia","Russia","ng3k-itu-owner"
"UH1O","54","European Russia","Russia","ng3k-itu-owner"
"UH1P","54","European Russia","Russia","ng3k-itu-owner"
"UH1Z","54","European Russia","Russia","ng3k-itu-owner"
"UH2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UH4H","54","European Russia","Russia","ng3k-itu-owner"
"UH4I","54","European Russia","Russia","ng3k-itu-owner"
"UH4W","54","European Russia","Russia","ng3k-itu-owner"
"UH8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8F","54","European Russia","Russia","ng3k-itu-owner"
"UH8G","54","European Russia","Russia","ng3k-itu-owner"
"UH8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8U","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8X","54","European Russia","Russia","ng3k-itu-owner"
"UH8Y","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH8Z","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9F","54","European Russia","Russia","ng3k-itu-owner"
"UH9G","54","European Russia","Russia","ng3k-itu-owner"
"UH9I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9M","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9P","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9S","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9V","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9W","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UH9X","54","European Russia","Russia","ng3k-itu-owner"
"UI0","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UI0T","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UI1I","54","European Russia","Russia","ng3k-itu-owner"
"UI1N","54","European Russia","Russia","ng3k-itu-owner"
"UI1O","54","European Russia","Russia","ng3k-itu-owner"
"UI1P","54","European Russia","Russia","ng3k-itu-owner"
"UI1Z","54","European Russia","Russia","ng3k-itu-owner"
"UI2","126","Kaliningrad","Kaliningrad","ng3k-direct"
"UI4H","54","European Russia","Russia","ng3k-itu-owner"
"UI4I","54","European Russia","Russia","ng3k-itu-owner"
"UI4W","54","European Russia","Russia","ng3k-itu-owner"
"UI8","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UI8F","54","European Russia","Russia","ng3k-itu-owner"
"UI8G","54","European Russia","Russia","ng3k-itu-owner"
"UI8H","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UI8I","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
"UI8O","15","Asiatic Russia","Russia (Asiatic)","ng3k-itu-owner"
