"prefix","dxcc_entity","dxcc_name","owner_country","source"
"LR5W","100","Argentina","Argentina","ng3k-direct"
"LR5X","100","Argentina","Argentina","ng3k-direct"
"LR5Y","100","Argentina","Argentina","ng3k-direct"
"LR6V","100","Argentina","Argentina","ng3k-direct"
"LR6W","100","Argentina","Argentina","ng3k-direct"
"LR6X","100","Argentina","Argentina","ng3k-direct"
"LR6Y","100","Argentina","Argentina","ng3k-direct"
"LR7V","100","Argentina","Argentina","ng3k-direct"
"LR7W","100","Argentina","Argentina","ng3k-direct"
"LR7X","100","Argentina","Argentina","ng3k-direct"
"LR7Y","100","Argentina","Argentina","ng3k-direct"
"LR8V","100","Argentina","Argentina","ng3k-direct"
"LR8W","100","Argentina","Argentina","ng3k-direct"
"LR8X","100","Argentina","Argentina","ng3k-direct"
"LR8Y","100","Argentina","Argentina","ng3k-direct"
"LR9V","100","Argentina","Argentina","ng3k-direct"
"LR9W","100","Argentina","Argentina","ng3k-direct"
"LR9X","100","Argentina","Argentina","ng3k-direct"
"LR9Y","100","Argentina","Argentina","ng3k-direct"
"LS","100","Argentina","Argentina","ng3k-direct"
"LS0V","100","Argentina","Argentina","ng3k-direct"
"LS0W","100","Argentina","Argentina","ng3k-direct"
"LS0X","100","Argentina","Argentina","ng3k-direct"
"LS0Y","100","Argentina","Argentina","ng3k-direct"
"LS1V","100","Argentina","Argentina","ng3k-direct"
"LS1W","100","Argentina","Argentina","ng3k-direct"
"LS1X","100","Argentina","Argentina","ng3k-direct"
"LS1Y","100","Argentina","Argentina","ng3k-direct"
"LS2V","100","Argentina","Argentina","ng3k-direct"
"LS2W","100","Argentina","Argentina","ng3k-direct"
"LS2X","100","Argentina","Argentina","ng3k-direct"
"LS2Y","100","Argentina","Argentina","ng3k-direct"
"LS3V","100","Argentina","Argentina","ng3k-direct"
"LS3W","100","Argentina","Argentina","ng3k-direct"
"LS3X","100","Argentina","Argentina","ng3k-direct"
"LS3Y","100","Argentina","Argentina","ng3k-direct"
"LS4V","100","Argentina","Argentina","ng3k-direct"
"LS4W","100","Argentina","Argentina","ng3k-direct"
"LS4X","100","Argentina","Argentina","ng3k-direct"
"LS4Y","100","Argentina","Argentina","ng3k-direct"
"LS5V","100","Argentina","Argentina","ng3k-direct"
"LS5W","100","Argentina","Argentina","ng3k-direct"
"LS5X","100","Argentina","Argentina","ng3k-direct"
"LS5Y","100","Argentina","Argentina","ng3k-direct"
"LS6V","100","Argentina","Argentina","ng3k-direct"
"LS6W","100","Argentina","Argentina","ng3k-direct"
"LS6X","100","Argentina","Argentina","ng3k-direct"
"LS6Y","100","Argentina","Argentina","ng3k-direct"
"LS7V","100","Argentina","Argentina","ng3k-direct"
"LS7W","100","Argentina","Argentina","ng3k-direct"
"LS7X","100","Argentina","Argentina","ng3k-direct"
"LS7Y","100","Argentina","Argentina","ng3k-direct"
"LS8V","100","Argentina","Argentina","ng3k-direct"
"LS8W","100","Argentina","Argentina","ng3k-direct"
"LS8X","100","Argentina","Argentina","ng3k-direct"
"LS8Y","100","Argentina","Argentina","ng3k-direct"
"LS9V","100","Argentina","Argentina","ng3k-direct"
"LS9W","100","Argentina","Argentina","ng3k-direct"
"LS9X","100","Argentina","Argentina","ng3k-direct"
"LS9Y","100","Argentina","Argentina","ng3k-direct"
"LT","100","Argentina","Argentina","ng3k-direct"
"LT0V","100","Argentina","Argentina","ng3k-direct"
"LT0W","100","Argentina","Argentina","ng3k-direct"
"LT0X","100","Argentina","Argentina","ng3k-direct"
"LT0Y","100","Argentina","Argentina","ng3k-direct"
"LT1V","100","Argentina","Argentina","ng3k-direct"
"LT1W","100","Argentina","Argentina","ng3k-direct"
"LT1X","100","Argentina","Argentina","ng3k-direct"
"LT1Y","100","Argentina","Argentina","ng3k-direct"
"LT2V","100","Argentina","Argentina","ng3k-direct"
"LT2W","100","Argentina","Argentina","ng3k-direct"
"LT2X","100","Argentina","Argentina","ng3k-direct"
"LT2Y","100","Argentina","Argentina","ng3k-direct"
"LT3V","100","Argentina","Argentina","ng3k-direct"
"LT3W","100","Argentina","Argentina","ng3k-direct"
"LT3X","100","Argentina","Argentina","ng3k-direct"
"LT3Y","100","Argentina","Argentina","ng3k-direct"
"LT4V","100","Argentina","Argentina","ng3k-direct"
"LT4W","100","Argentina","Argentina","ng3k-direct"
"LT4X","100","Argentina","Argentina","ng3k-direct"
"LT4Y","100","Argentina","Argentina","ng3k-direct"
"LT5V","100","Argentina","Argentina","ng3k-direct"
"LT5W","100","Argentina","Argentina","ng3k-direct"
"LT5X","100","Argentina","Argentina","ng3k-direct"
"LT5Y","100","Argentina","Argentina","ng3k-direct"
"LT6V","100","Argentina","Argentina","ng3k-direct"
"LT6W","100","Argentina","Argentina","ng3k-direct"
"LT6X","100","Argentina","Argentina","ng3k-direct"
"LT6Y","100","Argentina","Argentina","ng3k-direct"
"LT7V","100","Argentina","Argentina","ng3k-direct"
"LT7W","100","Argentina","Argentina","ng3k-direct"
"LT7X","100","Argentina","Argentina","ng3k-direct"
"LT7Y","100","Argentina","Argentina","ng3k-direct"
"LT8V","100","Argentina","Argentina","ng3k-direct"
"LT8W","100","Argentina","Argentina","ng3k-direct"
"LT8X","100","Argentina","Argentina","ng3k-direct"
"LT8Y","100","Argentina","Argentina","ng3k-direct"
"LT9V","100","Argentina","Argentina","ng3k-direct"
"LT9W","100","Argentina","Argentina","ng3k-direct"
"LT9X","100","Argentina","Argentina","ng3k-direct"
"LT9Y","100","Argentina","Argentina","ng3k-direct"
"LU","100","Argentina","Argentina","ng3k-direct"
"LU0V","100","Argentina","Argentina","ng3k-direct"
"LU0W","100","Argentina","Argentina","ng3k-direct"
"LU0X","100","Argentina","Argentina","ng3k-direct"
"LU0Y","100","Argentina","Argentina","ng3k-direct"
"LU1AAS/XP","100","Argentina","Argentina","ng3k-direct"
"LU1ANG/D","100","Argentina","Argentina","ng3k-direct"
"LU1ANG/S","100","Argentina","Argentina","ng3k-direct"
"LU1APS/H","100","Argentina","Argentina","ng3k-direct"
"LU1DHL/D","100","Argentina","Argentina","ng3k-direct"
"LU1DHL/W","100","Argentina","Argentina","ng3k-direct"
"LU1DLF/D","100","Argentina","Argentina","ng3k-direct"
"LU1DMZ/Z","238","South Orkney Islands",,"unresolved"
"LU1DNQ/D","100","Argentina","Argentina","ng3k-direct"
"LU1DUA/D","100","Argentina","Argentina","ng3k-direct"
"LU1DXG/D","100","Argentina","Argentina","ng3k-direct"
"LU1EAF/D","100","Argentina","Argentina","ng3k-direct"
"LU1EVW/D","100","Argentina","Argentina","ng3k-direct"
"LU1JCE/O","100","Argentina","Argentina","ng3k-direct"
"LU1MAW/D","100","Argentina","Argentina","ng3k-direct"
"LU1UG/U","100","Argentina","Argentina","ng3k-direct"
"LU1V","100","Argentina","Argentina","ng3k-direct"
"LU1VMM/V","100","Argentina","Argentina","ng3k-direct"
"LU1VZ/V","100","Argentina","Argentina","ng3k-direct"
"LU1W","100","Argentina","Argentina","ng3k-direct"
"LU1WF/W","100","Argentina","Argentina","ng3k-direct"
"LU1X","100","Argentina","Argentina","ng3k-direct"
"LU1XAV/XA","100","Argentina","Argentina","ng3k-direct"
"LU1Y","100","Argentina","Argentina","ng3k-direct"
"LU1Z","13","Antarctica","Antarctica","ng3k-direct"
"LU1ZA","238","South Orkney Islands",,"unresolved"
"LU2DGI/D","100","Argentina","Argentina","ng3k-direct"
"LU2DT/D","100","Argentina","Argentina","ng3k-direct"
"LU2HDM/H","100","Argentina","Argentina","ng3k-direct"
"LU2IKP/I","100","Argentina","Argentina","ng3k-direct"
"LU2V","100","Argentina","Argentina","ng3k-direct"
"LU2W","100","Argentina","Argentina","ng3k-direct"
"LU2WA/W","100","Argentina","Argentina","ng3k-direct"
"LU2X","100","Argentina","Argentina","ng3k-direct"
"LU2Y","100","Argentina","Argentina","ng3k-direct"
"LU2Z","13","Antarctica","Antarctica","ng3k-direct"
"LU3DVN/X","100","Argentina","Argentina","ng3k-direct"
"LU3DXG/D","100","Argentina","Argentina","ng3k-direct"
"LU3EMN/W","100","Argentina","Argentina","ng3k-direct"
"LU3EMN/XA","100","Argentina","Argentina","ng3k-direct"
"LU3EU/D","100","Argentina","Argentina","ng3k-direct"
"LU3EU/E","100","Argentina","Argentina","ng3k-direct"
"LU3HBC/U","100","Argentina","Argentina","ng3k-direct"
"LU3HGB/H","100","Argentina","Argentina","ng3k-direct"
"LU3HGB/V","100","Argentina","Argentina","ng3k-direct"
"LU3HT/H","100","Argentina","Argentina","ng3k-direct"
"LU3V","100","Argentina","Argentina","ng3k-direct"
"LU3W","100","Argentina","Argentina","ng3k-direct"
"LU3X","100","Argentina","Argentina","ng3k-direct"
"LU3Y","100","Argentina","Argentina","ng3k-direct"
"LU3Z","13","Antarctica","Antarctica","ng3k-direct"
"LU4ARU/D","100","Argentina","Argentina","ng3k-direct"
"LU4DPL/H","100","Argentina","Argentina","ng3k-direct"
"LU4DQ/D","100","Argentina","Argentina","ng3k-direct"
"LU4HDE/H","100","Argentina","Argentina","ng3k-direct"
"LU4HK/H","100","Argentina","Argentina","ng3k-direct"
"LU4SCM/S","100","Argentina","Argentina","ng3k-direct"
"LU4V","100","Argentina","Argentina","ng3k-direct"
"LU4VEW/V","100","Argentina","Argentina","ng3k-direct"
"LU4W","100","Argentina","Argentina","ng3k-direct"
"LU4X","100","Argentina","Argentina","ng3k-direct"
"LU4Y","100","Argentina","Argentina","ng3k-direct"
"LU4Z","13","Antarctica","Antarctica","ng3k-direct"
"LU5JU/L","100","Argentina","Argentina","ng3k-direct"
"LU5OIJ/O","100","Argentina","Argentina","ng3k-direct"
"LU5V","100","Argentina","Argentina","ng3k-direct"
"LU5VDM/V","100","Argentina","Argentina","ng3k-direct"
"LU5VGP/V","100","Argentina","Argentina","ng3k-direct"
"LU5VJM/V","100","Argentina","Argentina","ng3k-direct"
"LU5VNL/V","100","Argentina","Argentina","ng3k-direct"
"LU5W","100","Argentina","Argentina","ng3k-direct"
"LU5X","100","Argentina","Argentina","ng3k-direct"
"LU5Y","100","Argentina","Argentina","ng3k-direct"
"LU5Z","13","Antarctica","Antarctica","ng3k-direct"
"LU6DO/V","100","Argentina","Argentina","ng3k-direct"
"LU6HL/H","100","Argentina","Argentina","ng3k-direct"
"LU6HPA/H","100","Argentina","Argentina","ng3k-direct"
"LU6UVI/D","100","Argentina","Argentina","ng3k-direct"
"LU6V","100","Argentina","Argentina","ng3k-direct"
"LU6W","100","Argentina","Argentina","ng3k-direct"
"LU6X","100","Argentina","Argentina","ng3k-direct"
"LU6Y","100","Argentina","Argentina","ng3k-direct"
"LU6Z","13","Antarctica","Antarctica","ng3k-direct"
"LU7CC/E","100","Argentina","Argentina","ng3k-direct"
"LU7DZV/D","100","Argentina","Argentina","ng3k-direct"
"LU7EYX/D","100","Argentina","Argentina","ng3k-direct"
"LU7HKH/H","100","Argentina","Argentina","ng3k-direct"
"LU7V","100","Argentina","Argentina","ng3k-direct"
"LU7VFM/V","100","Argentina","Argentina","ng3k-direct"
"LU7VRC/V","100","Argentina","Argentina","ng3k-direct"
"LU7W","100","Argentina","Argentina","ng3k-direct"
"LU7X","100","Argentina","Argentina","ng3k-direct"
"LU7Y","100","Argentina","Argentina","ng3k-direct"
"LU7YG/Y","100","Argentina","Argentina","ng3k-direct"
"LU7Z","13","Antarctica","Antarctica","ng3k-direct"
"LU8DAL/D","100","Argentina","Argentina","ng3k-direct"
"LU8DZE/D","100","Argentina","Argentina","ng3k-direct"
"LU8EHV/D","100","Argentina","Argentina","ng3k-direct"
"LU8EMD/D","100","Argentina","Argentina","ng3k-direct"
"LU8JNS/H","100","Argentina","Argentina","ng3k-direct"
"LU8SAM/S","100","Argentina","Argentina","ng3k-direct"
"LU8V","100","Argentina","Argentina","ng3k-direct"
"LU8W","100","Argentina","Argentina","ng3k-direct"
"LU8X","100","Argentina","Argentina","ng3k-direct"
"LU8Y","100","Argentina","Argentina","ng3k-direct"
"LU8YE/Y","100","Argentina","Argentina","ng3k-direct"
"LU8Z","13","Antarctica","Antarctica","ng3k-direct"
"LU9CNS/D","100","Argentina","Argentina","ng3k-direct"
"LU9CNS/S","100","Argentina","Argentina","ng3k-direct"
"LU9EHB/D","100","Argentina","Argentina","ng3k-direct"
"LU9IMM/L","100","Argentina","Argentina","ng3k-direct"
"LU9V","100","Argentina","Argentina","ng3k-direct"
"LU9VEA/V","100","Argentina","Argentina","ng3k-direct"
"LU9W","100","Argentina","Argentina","ng3k-direct"
"LU9WT/W","100","Argentina","Argentina","ng3k-direct"
"LU9X","100","Argentina","Argentina","ng3k-direct"
"LU9Y","100","Argentina","Argentina","ng3k-direct"
"LU9Z","13","Antarctica","Antarctica","ng3k-direct"
"LV","100","Argentina","Argentina","ng3k-direct"
"LV0V","100","Argentina","Argentina","ng3k-direct"
"LV0W","100","Argentina","Argentina","ng3k-direct"
"LV0X","100","Argentina","Argentina","ng3k-direct"
"LV0Y","100","Argentina","Argentina","ng3k-direct"
"LV1V","100","Argentina","Argentina","ng3k-direct"
"LV1W","100","Argentina","Argentina","ng3k-direct"
"LV1X","100","Argentina","Argentina","ng3k-direct"
"LV1Y","100","Argentina","Argentina","ng3k-direct"
"LV2V","100","Argentina","Argentina","ng3k-direct"
"LV2W","100","Argentina","Argentina","ng3k-direct"
"LV2X","100","Argentina","Argentina","ng3k-direct"
"LV2Y","100","Argentina","Argentina","ng3k-direct"
"LV3V","100","Argentina","Argentina","ng3k-direct"
"LV3W","100","Argentina","Argentina","ng3k-direct"
"LV3X","100","Argentina","Argentina","ng3k-direct"
"LV3Y","100","Argentina","Argentina","ng3k-direct"
"LV4V","100","Argentina","Argentina","ng3k-direct"
"LV4W","100","Argentina","Argentina","ng3k-direct"
"LV4X","100","Argentina","Argentina","ng3k-direct"
"LV4Y","100","Argentina","Argentina","ng3k-direct"
"LV5V","100","Argentina","Argentina","ng3k-direct"
"LV5W","100","Argentina","Argentina","ng3k-direct"
"LV5X","100","Argentina","Argentina","ng3k-direct"
"LV5Y","100","Argentina","Argentina","ng3k-direct"
"LV6V","100","Argentina","Argentina","ng3k-direct"
"LV6W","100","Argentina","Argentina","ng3k-direct"
"LV6X","100","Argentina","Argentina","ng3k-direct"
"LV6Y","100","Argentina","Argentina","ng3k-direct"
"LV7V","100","Argentina","Argentina","ng3k-direct"
"LV7W","100","Argentina","Argentina","ng3k-direct"
"LV7X","100","Argentina","Argentina","ng3k-direct"
"LV7Y","100","Argentina","Argentina","ng3k-direct"
"LV8V","100","Argentina","Argentina","ng3k-direct"
"LV8W","100","Argentina","Argentina","ng3k-direct"
"LV8X","100","Argentina","Argentina","ng3k-direct"
"LV8Y","100","Argentina","Argentina","ng3k-direct"
"LV9V","100","Argentina","Argentina","ng3k-direct"
"LV9W","100","Argentina","Argentina","ng3k-direct"
"LV9X","100","Argentina","Argentina","ng3k-direct"
"LV9Y","100","Argentina","Argentina","ng3k-direct"
"LW","100","Argentina","Argentina","ng3k-direct"
"LW0V","100","Argentina","Argentina","ng3k-direct"
"LW0W","100","Argentina","Argentina","ng3k-direct"
"LW0X","100","Argentina","Argentina","ng3k-direct"
"LW0Y","100","Argentina","Argentina","ng3k-direct"
"LW1V","100","Argentina","Argentina","ng3k-direct"
"LW1W","100","Argentina","Argentina","ng3k-direct"
"LW1X","100","Argentina","Argentina","ng3k-direct"
"LW1Y","100","Argentina","Argentina","ng3k-direct"
"LW2DMD/D","100","Argentina","Argentina","ng3k-direct"
"LW2DO/D","100","Argentina","Argentina","ng3k-direct"
"LW2V","100","Argentina","Argentina","ng3k-direct"
"LW2W","100","Argentina","Argentina","ng3k-direct"
"LW2X","100","Argentina","Argentina","ng3k-direct"
"LW2Y","100","Argentina","Argentina","ng3k-direct"
"LW3DMV/D","100","Argentina","Argentina","ng3k-direct"
"LW3EMP/I","100","Argentina","Argentina","ng3k-direct"
"LW3V","100","Argentina","Argentina","ng3k-direct"
"LW3W","100","Argentina","Argentina","ng3k-direct"
"LW3X","100","Argentina","Argentina","ng3k-direct"
"LW3Y","100","Argentina","Argentina","ng3k-direct"
"LW4DAF/D","100","Argentina","Argentina","ng3k-direct"
"LW4EIN/D","100","Argentina","Argentina","ng3k-direct"
"LW4V","100","Argentina","Argentina","ng3k-direct"
"LW4W","100","Argentina","Argentina","ng3k-direct"
"LW4X","100","Argentina","Argentina","ng3k-direct"
"LW4Y","100","Argentina","Argentina","ng3k-direct"
"LW5ECI/D","100","Argentina","Argentina","ng3k-direct"
"LW5V","100","Argentina","Argentina","ng3k-direct"
"LW5W","100","Argentina","Argentina","ng3k-direct"
"LW5X","100","Argentina","Argentina","ng3k-direct"
"LW5Y","100","Argentina","Argentina","ng3k-direct"
"LW6DGA/D","100","Argentina","Argentina","ng3k-direct"
"LW6DGI/D","100","Argentina","Argentina","ng3k-direct"
"LW6DNF/D","100","Argentina","Argentina","ng3k-direct"
"LW6V","100","Argentina","Argentina","ng3k-direct"
"LW6W","100","Argentina","Argentina","ng3k-direct"
"LW6X","100","Argentina","Argentina","ng3k-direct"
"LW6Y","100","Argentina","Argentina","ng3k-direct"
"LW7V","100","Argentina","Argentina","ng3k-direct"
"LW7W","100","Argentina","Argentina","ng3k-direct"
"LW7X","100","Argentina","Argentina","ng3k-direct"
"LW7Y","100","Argentina","Argentina","ng3k-direct"
"LW8HBE/H","100","Argentina","Argentina","ng3k-direct"
"LW8V","100","Argentina","Argentina","ng3k-direct"
"LW8W","100","Argentina","Argentina","ng3k-direct"
"LW8X","100","Argentina","Argentina","ng3k-direct"
"LW8Y","100","Argentina","Argentina","ng3k-direct"
"LW9EVV/D","100","Argentina","Argentina","ng3k-direct"
"LW9V","100","Argentina","Argentina","ng3k-direct"
"LW9W","100","Argentina","Argentina","ng3k-direct"
"LW9X","100","Argentina","Argentina","ng3k-direct"
"LW9Y","100","Argentina","Argentina","ng3k-direct"
"LX","254","Luxembourg","Luxembourg","ng3k-direct"
"LY","146","Lithuania","Lithuania","ng3k-direct"
"LZ","212","Bulgaria","Bulgaria","ng3k-direct"
"M","223","England","England","ng3k-direct"
"M0KWG","294","Wales","Wales","ng3k-direct"
"M3I","279","Scotland","Scotland","ng3k-direct"
"M7HPC","279","Scotland","Scotland","ng3k-direct"
"MA","279","Scotland","Scotland","ng3k-direct"
"MC","294","Wales","Wales","ng3k-direct"
"MD","114","Isle of Man","Isle of Man","ng3k-direct"
"MH","122","Jersey","Jersey","ng3k-direct"
"MI","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"MJ","122","Jersey","Jersey","ng3k-direct"
"MM","279","Scotland","Scotland","ng3k-direct"
"MM0LSM","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM0NQY","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM0VIK","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM0XAU","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM0ZAL","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM0ZCG","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM0ZRC","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM1FEO","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM1FJM","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM3VQO","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM5PSL","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM5YLO","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6BDU","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6BZQ","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6IKB","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6IMB","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6MFA","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6PTE","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6SJK","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6YLO","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6ZBG","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM6ZDW","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM7CGR","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM7HBQ","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MM8A","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MN","265","Northern Ireland","No Ireland","ng3k-itu-owner"
"MP","106","Guernsey","Guernsey","ng3k-direct"
"MS","279","Scotland","Scotland","ng3k-direct"
"MS0ZCG","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MS0ZET","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MS5B","279","Shetland Islands","Scotland","ng3k-itu-owner"
"MT","114","Isle of Man","Isle of Man","ng3k-direct"
"MU","106","Guernsey","Guernsey","ng3k-direct"
"MW","294","Wales","Wales","ng3k-direct"
"N","291","United States","United States","ng3k-direct"
"N1TX","6","Alaska","Alaska","ng3k-direct"
"N2HNQ","110","Hawaii","Hawaii","ng3k-direct"
"N4IJB","6","Alaska","Alaska","ng3k-direct"
"N4UXG","202","Puerto Rico","Puerto Rico","ng3k-direct"
"N4ZSU","110","Hawaii","Hawaii","ng3k-direct"
"N5UC","6","Alaska","Alaska","ng3k-direct"
"N6AZU","110","Hawaii","Hawaii","ng3k-direct"
"N6KB","110","Hawaii","Hawaii","ng3k-direct"
"N6MHR","6","Alaska","Alaska","ng3k-direct"
"N7BPT","202","Puerto Rico","Puerto Rico","ng3k-direct"
"N7RNG","6","Alaska","Alaska","ng3k-direct"
"N9PK","110","Hawaii","Hawaii","ng3k-direct"
"NA1M","166","Mariana Islands","Mariana Is","ng3k-itu-owner"
"NB9G","166","Mariana Islands","Mariana Is","ng3k-itu-owner"
"ND1A","110","Hawaii","Hawaii","ng3k-direct"
"NH0","166","Mariana Islands","Mariana Is","ng3k-itu-owner"
"NH0AD","291","United States","United States","ng3k-direct"
"NH0F","291","United States","United States","ng3k-direct"
"NH0H","291","United States","United States","ng3k-direct"
"NH0K","291","United States","United States","ng3k-direct"
"NH0O","291","United States","United States","ng3k-direct"
"NH0X","291","United States","United States","ng3k-direct"
"NH0XP","291","United States","United States","ng3k-direct"
"NH1","20","Baker & Howland Islands","Baker & Howland Is","ng3k-itu-owner"
"NH2","103","Guam","Guam","ng3k-direct"
"NH2A","291","United States","United States","ng3k-direct"
"NH2AR","291","United States","United States","ng3k-direct"
"NH2B","166","Mariana Islands","Mariana Is","ng3k-itu-owner"
"NH2BD","291","United States","United States","ng3k-direct"
"NH2BV","291","United States","United States","ng3k-direct"
"NH2DB","291","United States","United States","ng3k-direct"
"NH2DC","291","United States","United States","ng3k-direct"
"NH2DM","291","United States","United States","ng3k-direct"
"NH2E","291","United States","United States","ng3k-direct"
"NH2F","291","United States","United States","ng3k-direct"
"NH2FX","291","United States","United States","ng3k-direct"
"NH2H","291","United States","United States","ng3k-direct"
"NH2KM","291","United States","United States","ng3k-direct"
"NH2KR","291","United States","United States","ng3k-direct"
"NH2KW","291","United States","United States","ng3k-direct"
"NH2LA","291","United States","United States","ng3k-direct"
"NH2LF","291","United States","United States","ng3k-direct"
"NH2LH","291","United States","United States","ng3k-direct"
"NH2MS","291","United States","United States","ng3k-direct"
"NH2MW","291","United States","United States","ng3k-direct"
"NH2NG","291","United States","United States","ng3k-direct"
"NH2NK","291","United States","United States","ng3k-direct"
"NH2NO","291","United States","United States","ng3k-direct"
"NH2R","291","United States","United States","ng3k-direct"
"NH2S","291","United States","United States","ng3k-direct"
"NH2W","291","United States","United States","ng3k-direct"
"NH3","123","Johnston Island","Johnston Is","ng3k-itu-owner"
"NH4","174","Midway Island","Midway Is","ng3k-itu-owner"
"NH5","197","Palmyra & Jarvis Islands","Palmyra,  Jarvis Is","ng3k-itu-owner"
"NH6","110","Hawaii","Hawaii","ng3k-direct"
"NH6AC","291","United States","United States","ng3k-direct"
"NH6AD","291","United States","United States","ng3k-direct"
"NH6AE","291","United States","United States","ng3k-direct"
"NH6AF","291","United States","United States","ng3k-direct"
"NH6AJ","291","United States","United States","ng3k-direct"
"NH6AU","291","United States","United States","ng3k-direct"
"NH6AX","291","United States","United States","ng3k-direct"
"NH6AY","291","United States","United States","ng3k-direct"
"NH6AZ","291","United States","United States","ng3k-direct"
"NH6B","291","United States","United States","ng3k-direct"
"NH6BC","291","United States","United States","ng3k-direct"
"NH6BD","291","United States","United States","ng3k-direct"
"NH6BK","291","United States","United States","ng3k-direct"
"NH6BS","291","United States","United States","ng3k-direct"
"NH6CP","291","United States","United States","ng3k-direct"
"NH6DG","291","United States","United States","ng3k-direct"
"NH6DM","291","United States","United States","ng3k-direct"
"NH6DQ","291","United States","United States","ng3k-direct"
"NH6DX","291","United States","United States","ng3k-direct"
"NH6E","291","United States","United States","ng3k-direct"
"NH6EF","291","United States","United States","ng3k-direct"
"NH6EI","291","United States","United States","ng3k-direct"
"NH6EU","291","United States","United States","ng3k-direct"
"NH6FA","291","United States","United States","ng3k-direct"
"NH6FF","291","United States","United States","ng3k-direct"
"NH6FU","291","United States","United States","ng3k-direct"
"NH6FV","291","United States","United States","ng3k-direct"
"NH6FX","291","United States","United States","ng3k-direct"
"NH6G","291","United States","United States","ng3k-direct"
"NH6GE","291","United States","United States","ng3k-direct"
"NH6GR","291","United States","United States","ng3k-direct"
"NH6GZ","291","United States","United States","ng3k-direct"
"NH6HE","291","United States","United States","ng3k-direct"
"NH6HX","291","United States","United States","ng3k-direct"
"NH6HZ","291","United States","United States","ng3k-direct"
"NH6IH","291","United States","United States","ng3k-direct"
"NH6IK","291","United States","United States","ng3k-direct"
"NH6IU","291","United States","United States","ng3k-direct"
"NH6IV","291","United States","United States","ng3k-direct"
"NH6JX","291","United States","United States","ng3k-direct"
"NH6KI","291","United States","United States","ng3k-direct"
"NH6KN","291","United States","United States","ng3k-direct"
"NH6L","291","United States","United States","ng3k-direct"
"NH6LF","291","United States","United States","ng3k-direct"
"NH6LM","291","United States","United States","ng3k-direct"
"NH6LR","291","United States","United States","ng3k-direct"
"NH6LW","291","United States","United States","ng3k-direct"
"NH6NG","291","United States","United States","ng3k-direct"
"NH6NS","291","United States","United States","ng3k-direct"
"NH6ON","291","United States","United States","ng3k-direct"
"NH6QR","291","United States","United States","ng3k-direct"
"NH6R","291","United States","United States","ng3k-direct"
"NH6SF","291","United States","United States","ng3k-direct"
"NH6SM","291","United States","United States","ng3k-direct"
"NH6SO","291","United States","United States","ng3k-direct"
"NH6SR","291","United States","United States","ng3k-direct"
"NH6ST","291","United States","United States","ng3k-direct"
"NH6T","291","United States","United States","ng3k-direct"
"NH6TD","291","United States","United States","ng3k-direct"
"NH6TL","291","United States","United States","ng3k-direct"
"NH6U","291","United States","United States","ng3k-direct"
"NH6VB","291","United States","United States","ng3k-direct"
"NH6VJ","291","United States","United States","ng3k-direct"
"NH6WE","291","United States","United States","ng3k-direct"
"NH6WF","291","United States","United States","ng3k-direct"
"NH6WL","291","United States","United States","ng3k-direct"
"NH6WQ","291","United States","United States","ng3k-direct"
"NH6WR","291","United States","United States","ng3k-direct"
"NH6XN","291","United States","United States","ng3k-direct"
"NH6XW","291","United States","United States","ng3k-direct"
"NH6YE","291","United States","United States","ng3k-direct"
"NH6YR","291","United States","United States","ng3k-direct"
"NH6Z","291","United States","United States","ng3k-direct"
"NH6ZA","291","United States","United States","ng3k-direct"
"NH6ZE","291","United States","United States","ng3k-direct"
"NH6ZW","291","United States","United States","ng3k-direct"
"NH7","110","Hawaii","Hawaii","ng3k-direct"
"NH7A","291","United States","United States","ng3k-direct"
"NH7AG","291","United States","United States","ng3k-direct"
"NH7AQ","291","United States","United States","ng3k-direct"
"NH7AR","291","United States","United States","ng3k-direct"
