"prefix","owner_country","status","source","candidates","dxcc_examples"
"KL3JL","United States","resolved","ng3k-direct","United States","United States"
"KL3KB","United States","resolved","ng3k-direct","United States","United States"
"KL3KC","United States","resolved","ng3k-direct","United States","United States"
"KL3KF","United States","resolved","ng3k-direct","United States","United States"
"KL3KG","United States","resolved","ng3k-direct","United States","United States"
"KL3KH","United States","resolved","ng3k-direct","United States","United States"
"KL3KI","United States","resolved","ng3k-direct","United States","United States"
"KL3KM","United States","resolved","ng3k-direct","United States","United States"
"KL3KS","United States","resolved","ng3k-direct","United States","United States"
"KL3KZ","United States","resolved","ng3k-direct","United States","United States"
"KL3LC","United States","resolved","ng3k-direct","United States","United States"
"KL3LP","United States","resolved","ng3k-direct","United States","United States"
"KL3LU","United States","resolved","ng3k-direct","United States","United States"
"KL3LY","United States","resolved","ng3k-direct","United States","United States"
"KL3LZ","United States","resolved","ng3k-direct","United States","United States"
"KL3MA","United States","resolved","ng3k-direct","United States","United States"
"KL3MB","United States","resolved","ng3k-direct","United States","United States"
"KL3MC","United States","resolved","ng3k-direct","United States","United States"
"KL3MK","United States","resolved","ng3k-direct","United States","United States"
"KL3ML","United States","resolved","ng3k-direct","United States","United States"
"KL3MW","United States","resolved","ng3k-direct","United States","United States"
"KL3MZ","United States","resolved","ng3k-direct","United States","United States"
"KL3NE","United States","resolved","ng3k-direct","United States","United States"
"KL3NR","United States","resolved","ng3k-direct","United States","United States"
"KL3OK","United States","resolved","ng3k-direct","United States","United States"
"KL3OQ","United States","resolved","ng3k-direct","United States","United States"
"KL3PD","United States","resolved","ng3k-direct","United States","United States"
"KL3PP","United States","resolved","ng3k-direct","United States","United States"
"KL3PV","United States","resolved","ng3k-direct","United States","United States"
"KL3QS","United States","resolved","ng3k-direct","United States","United States"
"KL3QZ","United States","resolved","ng3k-direct","United States","United States"
"KL3RA","United States","resolved","ng3k-direct","United States","United States"
"KL3RG","United States","resolved","ng3k-direct","United States","United States"
"KL3RH","United States","resolved","ng3k-direct","United States","United States"
"KL3SA","United States","resolved","ng3k-direct","United States","United States"
"KL3SH","United States","resolved","ng3k-direct","United States","United States"
"KL3SM","United States","resolved","ng3k-direct","United States","United States"
"KL3SP","United States","resolved","ng3k-direct","United States","United States"
"KL3ST","United States","resolved","ng3k-direct","United States","United States"
"KL3T","United States","resolved","ng3k-direct","United States","United States"
"KL3TB","United States","resolved","ng3k-direct","United States","United States"
"KL3TD","United States","resolved","ng3k-direct","United States","United States"
"KL3TI","United States","resolved","ng3k-direct","United States","United States"
"KL3TQ","United States","resolved","ng3k-direct","United States","United States"
"KL3TW","United States","resolved","ng3k-direct","United States","United States"
"KL3TX","United States","resolved","ng3k-direct","United States","United States"
"KL3UF","United States","resolved","ng3k-direct","United States","United States"
"KL3UK","United States","resolved","ng3k-direct","United States","United States"
"KL3UX","United States","resolved","ng3k-direct","United States","United States"
"KL3UY","United States","resolved","ng3k-direct","United States","United States"
"KL3VA","United States","resolved","ng3k-direct","United States","United States"
"KL3VJ","United States","resolved","ng3k-direct","United States","United States"
"KL3VN","United States","resolved","ng3k-direct","United States","United States"
"KL3VO","United States","resolved","ng3k-direct","United States","United States"
"KL3VQ","United States","resolved","ng3k-direct","United States","United States"
"KL3VR","United States","resolved","ng3k-direct","United States","United States"
"KL3WH","United States","resolved","ng3k-direct","United States","United States"
"KL3WM","United States","resolved","ng3k-direct","United States","United States"
"KL3WZ","United States","resolved","ng3k-direct","United States","United States"
"KL3X","United States","resolved","ng3k-direct","United States","United States"
"KL3XB","United States","resolved","ng3k-direct","United States","United States"
"KL3XJ","United States","resolved","ng3k-direct","United States","United States"
"KL3XS","United States","resolved","ng3k-direct","United States","United States"
"KL3YH","United States","resolved","ng3k-direct","United States","United States"
"KL3YQ","United States","resolved","ng3k-direct","United States","United States"
"KL3ZC","United States","resolved","ng3k-direct","United States","United States"
"KL3ZE","United States","resolved","ng3k-direct","United States","United States"
"KL4AO","United States","resolved","ng3k-direct","United States","United States"
"KL4BG","United States","resolved","ng3k-direct","United States","United States"
"KL4BK","United States","resolved","ng3k-direct","United States","United States"
"KL4BQ","United States","resolved","ng3k-direct","United States","United States"
"KL4BX","United States","resolved","ng3k-direct","United States","United States"
"KL4C","United States","resolved","ng3k-direct","United States","United States"
"KL4CR","United States","resolved","ng3k-direct","United States","United States"
"KL4CX","United States","resolved","ng3k-direct","United States","United States"
"KL4CZ","United States","resolved","ng3k-direct","United States","United States"
"KL4DD","United States","resolved","ng3k-direct","United States","United States"
"KL4E","United States","resolved","ng3k-direct","United States","United States"
"KL4EG","United States","resolved","ng3k-direct","United States","United States"
"KL4EJ","United States","resolved","ng3k-direct","United States","United States"
"KL4EQ","United States","resolved","ng3k-direct","United States","United States"
"KL4FX","United States","resolved","ng3k-direct","United States","United States"
"KL4FZ","United States","resolved","ng3k-direct","United States","United States"
"KL4GK","United States","resolved","ng3k-direct","United States","United States"
"KL4GW","United States","resolved","ng3k-direct","United States","United States"
"KL4H","United States","resolved","ng3k-direct","United States","United States"
"KL4HA","United States","resolved","ng3k-direct","United States","United States"
"KL4HO","United States","resolved","ng3k-direct","United States","United States"
"KL4IU","United States","resolved","ng3k-direct","United States","United States"
"KL4IY","United States","resolved","ng3k-direct","United States","United States"
"KL4J","United States","resolved","ng3k-direct","United States","United States"
"KL4JN","United States","resolved","ng3k-direct","United States","United States"
"KL4JQ","United States","resolved","ng3k-direct","United States","United States"
"KL4K","United States","resolved","ng3k-direct","United States","United States"
"KL4KA","United States","resolved","ng3k-direct","United States","United States"
"KL4KF","United States","resolved","ng3k-direct","United States","United States"
"KL4KW","United States","resolved","ng3k-direct","United States","United States"
"KL4LM","United States","resolved","ng3k-direct","United States","United States"
"KL4LQ","United States","resolved","ng3k-direct","United States","United States"
"KL4LS","United States","resolved","ng3k-direct","United States","United States"
"KL4LV","United States","resolved","ng3k-direct","United States","United States"
"KL4NE","United States","resolved","ng3k-direct","United States","United States"
"KL4NG","United States","resolved","ng3k-direct","United States","United States"
"KL4NQ","United States","resolved","ng3k-direct","United States","United States"
"KL4NX","United States","resolved","ng3k-direct","United States","United States"
"KL4NZ","United States","resolved","ng3k-direct","United States","United States"
"KL4OG","United States","resolved","ng3k-direct","United States","United States"
"KL4PQ","United States","resolved","ng3k-direct","United States","United States"
"KL4QJ","United States","resolved","ng3k-direct","United States","United States"
"KL4QN","United States","resolved","ng3k-direct","United States","United States"
"KL4QZ","United States","resolved","ng3k-direct","United States","United States"
"KL4R","United States","resolved","ng3k-direct","United States","United States"
"KL4RA","United States","resolved","ng3k-direct","United States","United States"
"KL4RKH","United States","resolved","ng3k-direct","United States","United States"
"KL4RL","United States","resolved","ng3k-direct","United States","United States"
"KL4RY","United States","resolved","ng3k-direct","United States","United States"
"KL4SN","United States","resolved","ng3k-direct","United States","United States"
"KL4T","United States","resolved","ng3k-direct","United States","United States"
"KL4TC","United States","resolved","ng3k-direct","United States","United States"
"KL4TP","United States","resolved","ng3k-direct","United States","United States"
"KL4UN","United States","resolved","ng3k-direct","United States","United States"
"KL4WQ","United States","resolved","ng3k-direct","United States","United States"
"KL4WV","United States","resolved","ng3k-direct","United States","United States"
"KL4X","United States","resolved","ng3k-direct","United States","United States"
"KL4XK","United States","resolved","ng3k-direct","United States","United States"
"KL4XR","United States","resolved","ng3k-direct","United States","United States"
"KL4YFD","United States","resolved","ng3k-direct","United States","United States"
"KL4Z","United States","resolved","ng3k-direct","United States","United States"
"KL4ZJ","United States","resolved","ng3k-direct","United States","United States"
"KL5AY","United States","resolved","ng3k-direct","United States","United States"
"KL5BF","United States","resolved","ng3k-direct","United States","United States"
"KL5CD","United States","resolved","ng3k-direct","United States","United States"
"KL5CS","United States","resolved","ng3k-direct","United States","United States"
"KL5CX","United States","resolved","ng3k-direct","United States","United States"
"KL5DC","United States","resolved","ng3k-direct","United States","United States"
"KL5FE","United States","resolved","ng3k-direct","United States","United States"
"KL5GK","United States","resolved","ng3k-direct","United States","United States"
"KL5GR","United States","resolved","ng3k-direct","United States","United States"
"KL5GZ","United States","resolved","ng3k-direct","United States","United States"
"KL5JG","United States","resolved","ng3k-direct","United States","United States"
"KL5L","United States","resolved","ng3k-direct","United States","United States"
"KL5LC","United States","resolved","ng3k-direct","United States","United States"
"KL5ML","United States","resolved","ng3k-direct","United States","United States"
"KL5MM","United States","resolved","ng3k-direct","United States","United States"
"KL5NL","United States","resolved","ng3k-direct","United States","United States"
"KL5PU","United States","resolved","ng3k-direct","United States","United States"
"KL5QM","United States","resolved","ng3k-direct","United States","United States"
"KL5R","United States","resolved","ng3k-direct","United States","United States"
"KL5VU","United States","resolved","ng3k-direct","United States","United States"
"KL5WY","United States","resolved","ng3k-direct","United States","United States"
"KL5X","United States","resolved","ng3k-direct","United States","United States"
"KL5YJ","United States","resolved","ng3k-direct","United States","United States"
"KL5Z","United States","resolved","ng3k-direct","United States","United States"
"KL6RG","United States","resolved","ng3k-direct","United States","United States"
"KL7A","United States","resolved","ng3k-direct","United States","United States"
"KL7AB","United States","resolved","ng3k-direct","United States","United States"
"KL7AD","United States","resolved","ng3k-direct","United States","United States"
"KL7AE","United States","resolved","ng3k-direct","United States","United States"
"KL7AF","United States","resolved","ng3k-direct","United States","United States"
"KL7AH","United States","resolved","ng3k-direct","United States","United States"
"KL7AK","United States","resolved","ng3k-direct","United States","United States"
"KL7AL","United States","resolved","ng3k-direct","United States","United States"
"KL7AN","United States","resolved","ng3k-direct","United States","United States"
"KL7AR","United States","resolved","ng3k-direct","United States","United States"
"KL7AT","United States","resolved","ng3k-direct","United States","United States"
"KL7AU","United States","resolved","ng3k-direct","United States","United States"
"KL7AW","United States","resolved","ng3k-direct","United States","United States"
"KL7AX","United States","resolved","ng3k-direct","United States","United States"
"KL7BB","United States","resolved","ng3k-direct","United States","United States"
"KL7BCD","United States","resolved","ng3k-direct","United States","United States"
"KL7BD","United States","resolved","ng3k-direct","United States","United States"
"KL7BDC","United States","resolved","ng3k-direct","United States","United States"
"KL7BGR","United States","resolved","ng3k-direct","United States","United States"
"KL7BH","United States","resolved","ng3k-direct","United States","United States"
"KL7BJ","United States","resolved","ng3k-direct","United States","United States"
"KL7BL","United States","resolved","ng3k-direct","United States","United States"
"KL7BR","United States","resolved","ng3k-direct","United States","United States"
"KL7BS","United States","resolved","ng3k-direct","United States","United States"
"KL7BT","United States","resolved","ng3k-direct","United States","United States"
"KL7BUR","United States","resolved","ng3k-direct","United States","United States"
"KL7BX","United States","resolved","ng3k-direct","United States","United States"
"KL7BXP","United States","resolved","ng3k-direct","United States","United States"
"KL7BZL","United States","resolved","ng3k-direct","United States","United States"
"KL7C","United States","resolved","ng3k-direct","United States","United States"
"KL7CD","United States","resolved","ng3k-direct","United States","United States"
"KL7CE","United States","resolved","ng3k-direct","United States","United States"
"KL7CLH","United States","resolved","ng3k-direct","United States","United States"
"KL7CM","United States","resolved","ng3k-direct","United States","United States"
"KL7CN","United States","resolved","ng3k-direct","United States","United States"
"KL7CPO","United States","resolved","ng3k-direct","United States","United States"
"KL7CR","United States","resolved","ng3k-direct","United States","United States"
"KL7CT","United States","resolved","ng3k-direct","United States","United States"
"KL7CVW","United States","resolved","ng3k-direct","United States","United States"
"KL7CX","United States","resolved","ng3k-direct","United States","United States"
"KL7CY","United States","resolved","ng3k-direct","United States","United States"
"KL7DAN","United States","resolved","ng3k-direct","United States","United States"
"KL7DB","United States","resolved","ng3k-direct","United States","United States"
"KL7DC","United States","resolved","ng3k-direct","United States","United States"
"KL7DF","United States","resolved","ng3k-direct","United States","United States"
"KL7DI","United States","resolved","ng3k-direct","United States","United States"
"KL7DJ","United States","resolved","ng3k-direct","United States","United States"
"KL7DK","United States","resolved","ng3k-direct","United States","United States"
"KL7DL","United States","resolved","ng3k-direct","United States","United States"
"KL7DLG","United States","resolved","ng3k-direct","United States","United States"
"KL7DM","United States","resolved","ng3k-direct","United States","United States"
"KL7DP","United States","resolved","ng3k-direct","United States","United States"
"KL7DS","United States","resolved","ng3k-direct","United States","United States"
"KL7DSI","United States","resolved","ng3k-direct","United States","United States"
"KL7DTJ","United States","resolved","ng3k-direct","United States","United States"
"KL7DU","United States","resolved","ng3k-direct","United States","United States"
"KL7DYS","United States","resolved","ng3k-direct","United States","United States"
"KL7DZQ","United States","resolved","ng3k-direct","United States","United States"
"KL7EAE","United States","resolved","ng3k-direct","United States","United States"
"KL7EAL","United States","resolved","ng3k-direct","United States","United States"
"KL7EBE","United States","resolved","ng3k-direct","United States","United States"
"KL7EF","United States","resolved","ng3k-direct","United States","United States"
"KL7EH","United States","resolved","ng3k-direct","United States","United States"
"KL7EIN","United States","resolved","ng3k-direct","United States","United States"
"KL7EJ","United States","resolved","ng3k-direct","United States","United States"
"KL7EL","United States","resolved","ng3k-direct","United States","United States"
"KL7ELD","United States","resolved","ng3k-direct","United States","United States"
"KL7EP","United States","resolved","ng3k-direct","United States","United States"
"KL7ET","United States","resolved","ng3k-direct","United States","United States"
"KL7EU","United States","resolved","ng3k-direct","United States","United States"
"KL7EZ","United States","resolved","ng3k-direct","United States","United States"
"KL7F","United States","resolved","ng3k-direct","United States","United States"
"KL7FB","United States","resolved","ng3k-direct","United States","United States"
"KL7FD","United States","resolved","ng3k-direct","United States","United States"
"KL7FDQ","United States","resolved","ng3k-direct","United States","United States"
"KL7FHI","United States","resolved","ng3k-direct","United States","United States"
"KL7FHK","United States","resolved","ng3k-direct","United States","United States"
"KL7FHX","United States","resolved","ng3k-direct","United States","United States"
"KL7FIR","United States","resolved","ng3k-direct","United States","United States"
"KL7FKO","United States","resolved","ng3k-direct","United States","United States"
"KL7FLR","United States","resolved","ng3k-direct","United States","United States"
"KL7FLY","United States","resolved","ng3k-direct","United States","United States"
"KL7FO","United States","resolved","ng3k-direct","United States","United States"
"KL7FOZ","United States","resolved","ng3k-direct","United States","United States"
"KL7FQR","United States","resolved","ng3k-direct","United States","United States"
"KL7FRQ","United States","resolved","ng3k-direct","United States","United States"
"KL7FW","United States","resolved","ng3k-direct","United States","United States"
"KL7GB","United States","resolved","ng3k-direct","United States","United States"
"KL7GCS","United States","resolved","ng3k-direct","United States","United States"
"KL7GF","United States","resolved","ng3k-direct","United States","United States"
"KL7GIC","United States","resolved","ng3k-direct","United States","United States"
"KL7GKW","United States","resolved","ng3k-direct","United States","United States"
"KL7GKY","United States","resolved","ng3k-direct","United States","United States"
"KL7GLK","United States","resolved","ng3k-direct","United States","United States"
"KL7GLL","United States","resolved","ng3k-direct","United States","United States"
"KL7GNW","United States","resolved","ng3k-direct","United States","United States"
"KL7GRF","United States","resolved","ng3k-direct","United States","United States"
"KL7GT","United States","resolved","ng3k-direct","United States","United States"
"KL7H","United States","resolved","ng3k-direct","United States","United States"
"KL7HB","United States","resolved","ng3k-direct","United States","United States"
"KL7HBV","United States","resolved","ng3k-direct","United States","United States"
"KL7HF","United States","resolved","ng3k-direct","United States","United States"
"KL7HFV","United States","resolved","ng3k-direct","United States","United States"
"KL7HH","United States","resolved","ng3k-direct","United States","United States"
"KL7HI","United States","resolved","ng3k-direct","United States","United States"
"KL7HIM","United States","resolved","ng3k-direct","United States","United States"
"KL7HJR","United States","resolved","ng3k-direct","United States","United States"
"KL7HJZ","United States","resolved","ng3k-direct","United States","United States"
"KL7HLF","United States","resolved","ng3k-direct","United States","United States"
"KL7HM","United States","resolved","ng3k-direct","United States","United States"
"KL7HMK","United States","resolved","ng3k-direct","United States","United States"
"KL7HNY","United States","resolved","ng3k-direct","United States","United States"
"KL7HQL","United States","resolved","ng3k-direct","United States","United States"
"KL7HQR","United States","resolved","ng3k-direct","United States","United States"
"KL7HQW","United States","resolved","ng3k-direct","United States","United States"
"KL7HSG","United States","resolved","ng3k-direct","United States","United States"
"KL7HSR","United States","resolved","ng3k-direct","United States","United States"
"KL7HSY","United States","resolved","ng3k-direct","United States","United States"
"KL7HV","United States","resolved","ng3k-direct","United States","United States"
"KL7HX","United States","resolved","ng3k-direct","United States","United States"
"KL7I","United States","resolved","ng3k-direct","United States","United States"
"KL7IAL","United States","resolved","ng3k-direct","United States","United States"
"KL7IBV","United States","resolved","ng3k-direct","United States","United States"
"KL7ID","United States","resolved","ng3k-direct","United States","United States"
"KL7IDM","United States","resolved","ng3k-direct","United States","United States"
"KL7IDT","United States","resolved","ng3k-direct","United States","United States"
"KL7IEI","United States","resolved","ng3k-direct","United States","United States"
"KL7IEK","United States","resolved","ng3k-direct","United States","United States"
"KL7IFK","United States","resolved","ng3k-direct","United States","United States"
"KL7IG","United States","resolved","ng3k-direct","United States","United States"
"KL7IGB","United States","resolved","ng3k-direct","United States","United States"
"KL7IIK","United States","resolved","ng3k-direct","United States","United States"
"KL7IKP","United States","resolved","ng3k-direct","United States","United States"
"KL7IKR","United States","resolved","ng3k-direct","United States","United States"
"KL7IKV","United States","resolved","ng3k-direct","United States","United States"
"KL7IKZ","United States","resolved","ng3k-direct","United States","United States"
"KL7IL","United States","resolved","ng3k-direct","United States","United States"
"KL7IM","United States","resolved","ng3k-direct","United States","United States"
"KL7IME","United States","resolved","ng3k-direct","United States","United States"
"KL7IOP","United States","resolved","ng3k-direct","United States","United States"
"KL7IOW","United States","resolved","ng3k-direct","United States","United States"
"KL7IPS","United States","resolved","ng3k-direct","United States","United States"
"KL7ISE","United States","resolved","ng3k-direct","United States","United States"
"KL7ISN","United States","resolved","ng3k-direct","United States","United States"
"KL7ITF","United States","resolved","ng3k-direct","United States","United States"
"KL7IUC","United States","resolved","ng3k-direct","United States","United States"
"KL7IUI","United States","resolved","ng3k-direct","United States","United States"
"KL7IUQ","United States","resolved","ng3k-direct","United States","United States"
"KL7IV","United States","resolved","ng3k-direct","United States","United States"
"KL7IVK","United States","resolved","ng3k-direct","United States","United States"
"KL7IVY","United States","resolved","ng3k-direct","United States","United States"
"KL7IWF","United States","resolved","ng3k-direct","United States","United States"
"KL7IWT","United States","resolved","ng3k-direct","United States","United States"
"KL7IWU","United States","resolved","ng3k-direct","United States","United States"
"KL7IXI","United States","resolved","ng3k-direct","United States","United States"
"KL7IXO","United States","resolved","ng3k-direct","United States","United States"
"KL7IXX","United States","resolved","ng3k-direct","United States","United States"
"KL7IZC","United States","resolved","ng3k-direct","United States","United States"
"KL7IZW","United States","resolved","ng3k-direct","United States","United States"
"KL7JAB","United States","resolved","ng3k-direct","United States","United States"
"KL7JAR","United States","resolved","ng3k-direct","United States","United States"
"KL7JAU","United States","resolved","ng3k-direct","United States","United States"
"KL7JAV","United States","resolved","ng3k-direct","United States","United States"
"KL7JB","United States","resolved","ng3k-direct","United States","United States"
"KL7JBB","United States","resolved","ng3k-direct","United States","United States"
"KL7JBE","United States","resolved","ng3k-direct","United States","United States"
"KL7JCQ","United States","resolved","ng3k-direct","United States","United States"
"KL7JDQ","United States","resolved","ng3k-direct","United States","United States"
"KL7JDS","United States","resolved","ng3k-direct","United States","United States"
"KL7JDY","United States","resolved","ng3k-direct","United States","United States"
"KL7JEA","United States","resolved","ng3k-direct","United States","United States"
"KL7JEF","United States","resolved","ng3k-direct","United States","United States"
"KL7JFR","United States","resolved","ng3k-direct","United States","United States"
"KL7JG","United States","resolved","ng3k-direct","United States","United States"
"KL7JGS","United States","resolved","ng3k-direct","United States","United States"
"KL7JHM","United States","resolved","ng3k-direct","United States","United States"
"KL7JIE","United States","resolved","ng3k-direct","United States","United States"
"KL7JIJ","United States","resolved","ng3k-direct","United States","United States"
"KL7JIM","United States","resolved","ng3k-direct","United States","United States"
"KL7JIU","United States","resolved","ng3k-direct","United States","United States"
"KL7JJE","United States","resolved","ng3k-direct","United States","United States"
"KL7JJN","United States","resolved","ng3k-direct","United States","United States"
"KL7JKC","United States","resolved","ng3k-direct","United States","United States"
"KL7JKR","United States","resolved","ng3k-direct","United States","United States"
"KL7JKS","United States","resolved","ng3k-direct","United States","United States"
"KL7JKV","United States","resolved","ng3k-direct","United States","United States"
"KL7JO","United States","resolved","ng3k-direct","United States","United States"
"KL7JR","United States","resolved","ng3k-direct","United States","United States"
"KL7JT","United States","resolved","ng3k-direct","United States","United States"
"KL7JUL","United States","resolved","ng3k-direct","United States","United States"
"KL7JW","United States","resolved","ng3k-direct","United States","United States"
"KL7KA","United States","resolved","ng3k-direct","United States","United States"
"KL7KF","United States","resolved","ng3k-direct","United States","United States"
"KL7KRT","United States","resolved","ng3k-direct","United States","United States"
"KL7KSX","United States","resolved","ng3k-direct","United States","United States"
"KL7KTC","United States","resolved","ng3k-direct","United States","United States"
"KL7KTD","United States","resolved","ng3k-direct","United States","United States"
"KL7KTE","United States","resolved","ng3k-direct","United States","United States"
"KL7KTF","United States","resolved","ng3k-direct","United States","United States"
"KL7KTG","United States","resolved","ng3k-direct","United States","United States"
"KL7KTI","United States","resolved","ng3k-direct","United States","United States"
"KL7KTJ","United States","resolved","ng3k-direct","United States","United States"
"KL7KTK","United States","resolved","ng3k-direct","United States","United States"
"KL7KTL","United States","resolved","ng3k-direct","United States","United States"
"KL7KTM","United States","resolved","ng3k-direct","United States","United States"
"KL7KTN","United States","resolved","ng3k-direct","United States","United States"
"KL7KTQ","United States","resolved","ng3k-direct","United States","United States"
"KL7KTR","United States","resolved","ng3k-direct","United States","United States"
"KL7KTS","United States","resolved","ng3k-direct","United States","United States"
"KL7KTT","United States","resolved","ng3k-direct","United States","United States"
"KL7KTU","United States","resolved","ng3k-direct","United States","United States"
"KL7KTV","United States","resolved","ng3k-direct","United States","United States"
"KL7KTW","United States","resolved","ng3k-direct","United States","United States"
"KL7KTX","United States","resolved","ng3k-direct","United States","United States"
"KL7KTY","United States","resolved","ng3k-direct","United States","United States"
"KL7KTZ","United States","resolved","ng3k-direct","United States","United States"
"KL7KUA","United States","resolved","ng3k-direct","United States","United States"
"KL7KUB","United States","resolved","ng3k-direct","United States","United States"
"KL7KUC","United States","resolved","ng3k-direct","United States","United States"
"KL7KUD","United States","resolved","ng3k-direct","United States","United States"
"KL7KUE","United States","resolved","ng3k-direct","United States","United States"
"KL7KUF","United States","resolved","ng3k-direct","United States","United States"
"KL7KUG","United States","resolved","ng3k-direct","United States","United States"
"KL7KUH","United States","resolved","ng3k-direct","United States","United States"
"KL7KUI","United States","resolved","ng3k-direct","United States","United States"
"KL7KUL","United States","resolved","ng3k-direct","United States","United States"
"KL7KUM","United States","resolved","ng3k-direct","United States","United States"
"KL7KUN","United States","resolved","ng3k-direct","United States","United States"
"KL7KUO","United States","resolved","ng3k-direct","United States","United States"
"KL7KUP","United States","resolved","ng3k-direct","United States","United States"
"KL7KUQ","United States","resolved","ng3k-direct","United States","United States"
"KL7KUR","United States","resolved","ng3k-direct","United States","United States"
"KL7KUS","United States","resolved","ng3k-direct","United States","United States"
"KL7KUT","United States","resolved","ng3k-direct","United States","United States"
"KL7KUU","United States","resolved","ng3k-direct","United States","United States"
"KL7KUV","United States","resolved","ng3k-direct","United States","United States"
"KL7KUW","United States","resolved","ng3k-direct","United States","United States"
"KL7KUX","United States","resolved","ng3k-direct","United States","United States"
"KL7KUY","United States","resolved","ng3k-direct","United States","United States"
"KL7KUZ","United States","resolved","ng3k-direct","United States","United States"
"KL7KVA","United States","resolved","ng3k-direct","United States","United States"
"KL7KVB","United States","resolved","ng3k-direct","United States","United States"
"KL7KVC","United States","resolved","ng3k-direct","United States","United States"
"KL7KVD","United States","resolved","ng3k-direct","United States","United States"
"KL7KVE","United States","resolved","ng3k-direct","United States","United States"
"KL7KVF","United States","resolved","ng3k-direct","United States","United States"
"KL7KVG","United States","resolved","ng3k-direct","United States","United States"
"KL7KVH","United States","resolved","ng3k-direct","United States","United States"
"KL7KVI","United States","resolved","ng3k-direct","United States","United States"
"KL7KVK","United States","resolved","ng3k-direct","United States","United States"
"KL7KVL","United States","resolved","ng3k-direct","United States","United States"
"KL7KVM","United States","resolved","ng3k-direct","United States","United States"
"KL7KVN","United States","resolved","ng3k-direct","United States","United States"
"KL7KVO","United States","resolved","ng3k-direct","United States","United States"
"KL7KVP","United States","resolved","ng3k-direct","United States","United States"
"KL7KVQ","United States","resolved","ng3k-direct","United States","United States"
"KL7KVR","United States","resolved","ng3k-direct","United States","United States"
"KL7KVS","United States","resolved","ng3k-direct","United States","United States"
"KL7KVT","United States","resolved","ng3k-direct","United States","United States"
"KL7KVU","United States","resolved","ng3k-direct","United States","United States"
"KL7KVW","United States","resolved","ng3k-direct","United States","United States"
"KL7KVY","United States","resolved","ng3k-direct","United States","United States"
"KL7KVZ","United States","resolved","ng3k-direct","United States","United States"
"KL7KWA","United States","resolved","ng3k-direct","United States","United States"
"KL7KX","United States","resolved","ng3k-direct","United States","United States"
"KL7LG","United States","resolved","ng3k-direct","United States","United States"
"KL7LH","United States","resolved","ng3k-direct","United States","United States"
"KL7LI","United States","resolved","ng3k-direct","United States","United States"
"KL7LJ","United States","resolved","ng3k-direct","United States","United States"
"KL7LS","United States","resolved","ng3k-direct","United States","United States"
"KL7LX","United States","resolved","ng3k-direct","United States","United States"
"KL7LY","United States","resolved","ng3k-direct","United States","United States"
"KL7LZ","United States","resolved","ng3k-direct","United States","United States"
"KL7MA","United States","resolved","ng3k-direct","United States","United States"
"KL7MC","United States","resolved","ng3k-direct","United States","United States"
"KL7ME","United States","resolved","ng3k-direct","United States","United States"
"KL7MF","United States","resolved","ng3k-direct","United States","United States"
"KL7MG","United States","resolved","ng3k-direct","United States","United States"
"KL7MH","United States","resolved","ng3k-direct","United States","United States"
"KL7MJ","United States","resolved","ng3k-direct","United States","United States"
"KL7ML","United States","resolved","ng3k-direct","United States","United States"
"KL7MP","United States","resolved","ng3k-direct","United States","United States"
"KL7MQ","United States","resolved","ng3k-direct","United States","United States"
"KL7MR","United States","resolved","ng3k-direct","United States","United States"
"KL7MU","United States","resolved","ng3k-direct","United States","United States"
"KL7MV","United States","resolved","ng3k-direct","United States","United States"
"KL7MW","United States","resolved","ng3k-direct","United States","United States"
"KL7MY","United States","resolved","ng3k-direct","United States","United States"
"KL7MZ","United States","resolved","ng3k-direct","United States","United States"
"KL7NA","United States","resolved","ng3k-direct","United States","United States"
"KL7NE","United States","resolved","ng3k-direct","United States","United States"
"KL7NI","United States","resolved","ng3k-direct","United States","United States"
"KL7NL","United States","resolved","ng3k-direct","United States","United States"
"KL7NL/4","United States","resolved","ng3k-direct","United States","United States"
"KL7NT","United States","resolved","ng3k-direct","United States","United States"
"KL7NW","United States","resolved","ng3k-direct","United States","United States"
"KL7OF","United States","resolved","ng3k-direct","United States","United States"
"KL7OF/7","United States","resolved","ng3k-direct","United States","United States"
"KL7OG","United States","resolved","ng3k-direct","United States","United States"
"KL7OI","United States","resolved","ng3k-direct","United States","United States"
"KL7OL","United States","resolved","ng3k-direct","United States","United States"
"KL7OO","United States","resolved","ng3k-direct","United States","United States"
"KL7OP","United States","resolved","ng3k-direct","United States","United States"
"KL7OQ","United States","resolved","ng3k-direct","United States","United States"
"KL7OR","United States","resolved","ng3k-direct","United States","United States"
"KL7OS","United States","resolved","ng3k-direct","United States","United States"
"KL7OY","United States","resolved","ng3k-direct","United States","United States"
"KL7PC","United States","resolved","ng3k-direct","United States","United States"
"KL7PK","United States","resolved","ng3k-direct","United States","United States"
"KL7PO","United States","resolved","ng3k-direct","United States","United States"
"KL7PS","United States","resolved","ng3k-direct","United States","United States"
"KL7QA","United States","resolved","ng3k-direct","United States","United States"
"KL7QC","United States","resolved","ng3k-direct","United States","United States"
"KL7QK","United States","resolved","ng3k-direct","United States","United States"
"KL7QR","United States","resolved","ng3k-direct","United States","United States"
"KL7QU","United States","resolved","ng3k-direct","United States","United States"
"KL7QW","United States","resolved","ng3k-direct","United States","United States"
"KL7R","United States","resolved","ng3k-direct","United States","United States"
"KL7RC","United States","resolved","ng3k-direct","United States","United States"
"KL7RF","United States","resolved","ng3k-direct","United States","United States"
