"prefix","owner_country","status","source","candidates","dxcc_examples"
"KL7RH","United States","resolved","ng3k-direct","United States","United States"
"KL7RI","United States","resolved","ng3k-direct","United States","United States"
"KL7RK","United States","resolved","ng3k-direct","United States","United States"
"KL7RM","United States","resolved","ng3k-direct","United States","United States"
"KL7RN","United States","resolved","ng3k-direct","United States","United States"
"KL7RT","United States","resolved","ng3k-direct","United States","United States"
"KL7RV","United States","resolved","ng3k-direct","United States","United States"
"KL7RWS","United States","resolved","ng3k-direct","United States","United States"
"KL7S","United States","resolved","ng3k-direct","United States","United States"
"KL7SE","United States","resolved","ng3k-direct","United States","United States"
"KL7SG","United States","resolved","ng3k-direct","United States","United States"
"KL7SH","United States","resolved","ng3k-direct","United States","United States"
"KL7SK","United States","resolved","ng3k-direct","United States","United States"
"KL7SL","United States","resolved","ng3k-direct","United States","United States"
"KL7SP","United States","resolved","ng3k-direct","United States","United States"
"KL7SR","United States","resolved","ng3k-direct","United States","United States"
"KL7SV","United States","resolved","ng3k-direct","United States","United States"
"KL7SW","United States","resolved","ng3k-direct","United States","United States"
"KL7SY","United States","resolved","ng3k-direct","United States","United States"
"KL7T","United States","resolved","ng3k-direct","United States","United States"
"KL7TD","United States","resolved","ng3k-direct","United States","United States"
"KL7TJZ","United States","resolved","ng3k-direct","United States","United States"
"KL7TM","United States","resolved","ng3k-direct","United States","United States"
"KL7TU","United States","resolved","ng3k-direct","United States","United States"
"KL7TZ","United States","resolved","ng3k-direct","United States","United States"
"KL7U","United States","resolved","ng3k-direct","United States","United States"
"KL7UL","United States","resolved","ng3k-direct","United States","United States"
"KL7UP","United States","resolved","ng3k-direct","United States","United States"
"KL7UT","United States","resolved","ng3k-direct","United States","United States"
"KL7UV","United States","resolved","ng3k-direct","United States","United States"
"KL7V","United States","resolved","ng3k-direct","United States","United States"
"KL7VG","United States","resolved","ng3k-direct","United States","United States"
"KL7VK","United States","resolved","ng3k-direct","United States","United States"
"KL7VL","United States","resolved","ng3k-direct","United States","United States"
"KL7VN","United States","resolved","ng3k-direct","United States","United States"
"KL7VO","United States","resolved","ng3k-direct","United States","United States"
"KL7VP","United States","resolved","ng3k-direct","United States","United States"
"KL7VQ","United States","resolved","ng3k-direct","United States","United States"
"KL7VU","United States","resolved","ng3k-direct","United States","United States"
"KL7WA","United States","resolved","ng3k-direct","United States","United States"
"KL7WC","United States","resolved","ng3k-direct","United States","United States"
"KL7WG","United States","resolved","ng3k-direct","United States","United States"
"KL7WI","United States","resolved","ng3k-direct","United States","United States"
"KL7WM","United States","resolved","ng3k-direct","United States","United States"
"KL7WN","United States","resolved","ng3k-direct","United States","United States"
"KL7WT","United States","resolved","ng3k-direct","United States","United States"
"KL7WW","United States","resolved","ng3k-direct","United States","United States"
"KL7WY","United States","resolved","ng3k-direct","United States","United States"
"KL7XA","United States","resolved","ng3k-direct","United States","United States"
"KL7XF","United States","resolved","ng3k-direct","United States","United States"
"KL7XH","United States","resolved","ng3k-direct","United States","United States"
"KL7XI","United States","resolved","ng3k-direct","United States","United States"
"KL7XL","United States","resolved","ng3k-direct","United States","United States"
"KL7XP","United States","resolved","ng3k-direct","United States","United States"
"KL7XS","United States","resolved","ng3k-direct","United States","United States"
"KL7Y","United States","resolved","ng3k-direct","United States","United States"
"KL7YK","United States","resolved","ng3k-direct","United States","United States"
"KL7YL","United States","resolved","ng3k-direct","United States","United States"
"KL7YN","United States","resolved","ng3k-direct","United States","United States"
"KL7YQ","United States","resolved","ng3k-direct","United States","United States"
"KL7YT","United States","resolved","ng3k-direct","United States","United States"
"KL7YX","United States","resolved","ng3k-direct","United States","United States"
"KL7YY","United States","resolved","ng3k-direct","United States","United States"
"KL7ZD","United States","resolved","ng3k-direct","United States","United States"
"KL7ZH","United States","resolved","ng3k-direct","United States","United States"
"KL7ZW","United States","resolved","ng3k-direct","United States","United States"
"KL8K","United States","resolved","ng3k-direct","United States","United States"
"KL8R","United States","resolved","ng3k-direct","United States","United States"
"KL8RV","United States","resolved","ng3k-direct","United States","United States"
"KL8SU","United States","resolved","ng3k-direct","United States","United States"
"KL8X","United States","resolved","ng3k-direct","United States","United States"
"KL9A","United States","resolved","ng3k-direct","United States","United States"
"KL9K","So Korea","resolved","ng3k-itu-owner","So Korea","Republic of Korea"
"KL9MEK","United States","resolved","ng3k-direct","United States","United States"
"KL9PC","United States","resolved","ng3k-direct","United States","United States"
"KM4HKQ","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
"KM4UMZ","Alaska","resolved","ng3k-direct","Alaska","Alaska"
"KM4ZBQ","Alaska","resolved","ng3k-direct","Alaska","Alaska"
"KM7BKK","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
"KM7BNX","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
"KN3VER","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
"KN4FTF","Hawaii","resolved","ng3k-direct","Hawaii","Hawaii"
